atm_name,transaction_date,No_Of_Withdrawals,total_amount_withdrawn,weekday_monday,weekday_saturday,weekday_sunday,weekday_thursday,weekday_tuesday,weekday_wednesday,working_day_W,day_type_Day of Ashura,day_type_Diwali,day_type_Easter Sunday,day_type_Eid al-Adha,day_type_Eid ul-Fitr,day_type_Feast of Pentecost,day_type_Gandhi Jayanti,day_type_Good Friday,day_type_Holi,day_type_Independence Day,day_type_Labour Day,day_type_Makar Sankranti / Pongal,day_type_Mawlid,day_type_Normal Day,day_type_Palm Sunday,day_type_Republic Day,moving_avg_7d,prev_day_withdrawals,prev_day_amount,lag_1,lag_7
Christ College ATM,2011-01-29,87,463400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,521485.71428571426,269.0,1082200.0,1082200.0,191800.0
Big Street ATM,2011-01-30,18,41100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,402471.4285714286,87.0,463400.0,463400.0,874200.0
Mount Road ATM,2011-01-30,137,296400,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,408457.14285714284,18.0,41100.0,41100.0,254500.0
Airport ATM,2011-01-30,58,194400,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,412871.4285714286,137.0,296400.0,296400.0,163500.0
KK Nagar ATM,2011-01-30,143,517100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,425600.0,58.0,194400.0,194400.0,428000.0
Christ College ATM,2011-01-30,75,277200,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,410257.14285714284,143.0,517100.0,517100.0,384600.0
Big Street ATM,2011-01-31,23,70800,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,265771.4285714286,75.0,277200.0,277200.0,1082200.0
Mount Road ATM,2011-01-31,142,515100,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,273157.14285714284,23.0,70800.0,70800.0,463400.0
Airport ATM,2011-01-31,96,526000,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,342428.5714285714,142.0,515100.0,515100.0,41100.0
KK Nagar ATM,2011-01-31,302,1310300,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,487271.4285714286,96.0,526000.0,526000.0,296400.0
Christ College ATM,2011-01-31,91,369100,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,512228.5714285714,302.0,1310300.0,1310300.0,194400.0
Big Street ATM,2011-02-01,36,161700,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,461457.14285714284,91.0,369100.0,369100.0,517100.0
Mount Road ATM,2011-02-01,164,631800,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,512114.28571428574,36.0,161700.0,161700.0,277200.0
Airport ATM,2011-02-01,105,578100,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,584585.7142857143,164.0,631800.0,631800.0,70800.0
KK Nagar ATM,2011-02-01,221,958300,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,647900.0,105.0,578100.0,578100.0,515100.0
Christ College ATM,2011-02-01,97,432000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,634471.4285714285,221.0,958300.0,958300.0,526000.0
Big Street ATM,2011-02-02,19,79200,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,458600.0,97.0,432000.0,432000.0,1310300.0
Mount Road ATM,2011-02-02,164,714900,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,508000.0,19.0,79200.0,79200.0,369100.0
Airport ATM,2011-02-02,104,472000,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,552328.5714285715,164.0,714900.0,714900.0,161700.0
KK Nagar ATM,2011-02-02,271,1159900,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,627771.4285714285,104.0,472000.0,472000.0,631800.0
Christ College ATM,2011-02-02,133,714600,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,647271.4285714285,271.0,1159900.0,1159900.0,578100.0
Big Street ATM,2011-02-03,40,167800,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,534342.8571428572,133.0,714600.0,714600.0,958300.0
Mount Road ATM,2011-02-03,170,593000,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,557342.8571428572,40.0,167800.0,167800.0,432000.0
Airport ATM,2011-02-03,114,467800,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,612857.1428571428,170.0,593000.0,593000.0,79200.0
KK Nagar ATM,2011-02-03,198,823400,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,628357.1428571428,114.0,467800.0,467800.0,714900.0
Christ College ATM,2011-02-03,80,359800,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,612328.5714285715,198.0,823400.0,823400.0,472000.0
Big Street ATM,2011-02-04,28,112700,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,462728.5714285714,80.0,359800.0,359800.0,1159900.0
Mount Road ATM,2011-02-04,185,615700,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,448600.0,28.0,112700.0,112700.0,714600.0
Airport ATM,2011-02-04,114,534800,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,501028.5714285714,185.0,615700.0,615700.0,167800.0
KK Nagar ATM,2011-02-04,221,919100,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,547614.2857142857,114.0,534800.0,534800.0,593000.0
Christ College ATM,2011-02-04,78,382500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,535428.5714285715,221.0,919100.0,919100.0,467800.0
Big Street ATM,2011-02-05,23,144000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,438371.4285714286,78.0,382500.0,382500.0,823400.0
Mount Road ATM,2011-02-05,249,1007100,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,530842.8571428572,23.0,144000.0,144000.0,359800.0
Airport ATM,2011-02-05,110,520200,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,589057.1428571428,249.0,1007100.0,1007100.0,112700.0
KK Nagar ATM,2011-02-05,203,767500,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,610742.8571428572,110.0,520200.0,520200.0,615700.0
Christ College ATM,2011-02-05,100,429800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,595742.8571428572,203.0,767500.0,767500.0,534800.0
Big Street ATM,2011-02-06,32,110400,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,480214.28571428574,100.0,429800.0,429800.0,919100.0
Mount Road ATM,2011-02-06,175,499900,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,496985.71428571426,32.0,110400.0,110400.0,382500.0
Airport ATM,2011-02-06,128,478900,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,544828.5714285715,175.0,499900.0,499900.0,144000.0
KK Nagar ATM,2011-02-06,159,387400,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,456300.0,128.0,478900.0,478900.0,1007100.0
Christ College ATM,2011-02-06,92,292300,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,423742.85714285716,159.0,387400.0,387400.0,520200.0
Big Street ATM,2011-02-07,28,80300,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,325571.4285714286,92.0,292300.0,292300.0,767500.0
Mount Road ATM,2011-02-07,176,622800,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,353142.85714285716,28.0,80300.0,80300.0,429800.0
Airport ATM,2011-02-07,110,440400,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,400285.71428571426,176.0,622800.0,622800.0,110400.0
KK Nagar ATM,2011-02-07,223,849600,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,450242.85714285716,110.0,440400.0,440400.0,499900.0
Christ College ATM,2011-02-07,110,430000,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,443257.14285714284,223.0,849600.0,849600.0,478900.0
Big Street ATM,2011-02-08,42,175300,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,412957.14285714284,110.0,430000.0,430000.0,387400.0
Mount Road ATM,2011-02-08,198,620200,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,459800.0,42.0,175300.0,175300.0,292300.0
Airport ATM,2011-02-08,121,609200,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,535357.1428571428,198.0,620200.0,620200.0,80300.0
KK Nagar ATM,2011-02-08,209,798000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,560385.7142857143,121.0,609200.0,609200.0,622800.0
Christ College ATM,2011-02-08,93,343000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,546471.4285714285,209.0,798000.0,798000.0,440400.0
Big Street ATM,2011-02-09,32,94600,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,438614.28571428574,93.0,343000.0,343000.0,849600.0
Mount Road ATM,2011-02-09,176,649100,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,469914.28571428574,32.0,94600.0,94600.0,430000.0
Airport ATM,2011-02-09,108,507800,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,517414.28571428574,176.0,649100.0,649100.0,175300.0
KK Nagar ATM,2011-02-09,225,1003900,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,572228.5714285715,108.0,507800.0,507800.0,620200.0
Christ College ATM,2011-02-09,81,381600,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,539714.2857142857,225.0,1003900.0,1003900.0,609200.0
Big Street ATM,2011-02-10,31,78100,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,436871.4285714286,81.0,381600.0,381600.0,798000.0
Mount Road ATM,2011-02-10,175,508500,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,460514.28571428574,31.0,78100.0,78100.0,343000.0
